105,Zaw Paing,ဇော်ပိုင်,A Nam Nay Zwal,အနမ်းနေ့စွဲ,https://www.youtube.com/watch?v=3r9Uop0lG3E&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=120
106,Zaw Paing,ဇော်ပိုင်,Pann Pwint Haung Lay,ပန်းပွင့်ဟောင်းလေး,https://www.youtube.com/watch?v=TjaxOhLd2Xw&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=121
107,Zaw Paing,ဇော်ပိုင်,Myat Yay So Ngo Lite Tine,မျက်ရည်စိုငိုလိုက်တိုင်း,https://www.youtube.com/watch?v=DFB9im5A3P4&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=123
108,Zaw Paing,ဇော်ပိုင်,Myo A Win Nya,မြို့အဝင်ည,https://www.youtube.com/watch?v=lMJrtL-Y-gY&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=124
109,Zaw Paing,ဇော်ပိုင်,Sont Thwar Taw Nay Chi,စွန့်သွားတော့နေခြည်,https://www.youtube.com/watch?v=a2uyAuR56GU&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=125
110,Zaw Paing,ဇော်ပိုင်,Minn Nae Mha Chit Tat Pyi,မင်းနဲ့မှချစ်တတ်ပြီ,https://www.youtube.com/watch?v=tPVDLceLJP4&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=126
111,Zaw Paing,ဇော်ပိုင်,Saunt Shauk Thu,စောင့်ရှောက်သူ,https://www.youtube.com/watch?v=8WyktJG8RrM&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=127
112,Chaw Ngel,ချောငယ်,Seik Kuu Lay Par Pal,စိတ်ကူးလေးပါပဲ,https://www.youtube.com/watch?v=OcV_osTAUMc&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=14
113,L Sai Zi,Lဆိုင်းဇီ,Late Late Lay Pal Chit Thwar Mae,တိတ်တိတ်လေးပဲချစ်သွားမယ်,https://www.youtube.com/watch?v=DGfn4YGaUNY&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=16
114,A Nge,အငဲ,Myaw Lint Chinn Kwinn Pyin,မျှော်လင့်ခြင်းကွင်းပြင်,https://www.youtube.com/watch?v=0ETSR7LdipA&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=19
115,A Nge,အငဲ,Nal Myay Thit Myar Swar,နယ်မြေသစ်များစွာ,https://www.youtube.com/watch?v=j4ZG6MLFht8&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=69
116,A Nge,အငဲ,A Hmaung Thae Ka Thu Sein A Kyaung,အမှောင်ထဲကသူစိမ်းအကြောင်း,https://www.youtube.com/watch?v=JZxuWRAvV2U&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=162
117,A Nge,အငဲ,A Linn Hnit Myar,အလင်းနှစ်များ,https://www.youtube.com/watch?v=-nlBTjgNWc0&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=166
118,A Nge,အငဲ,Nat Mi Mal Mein Ma Hla Lay,နတ်မိမယ်မိန်းမလှလေး,https://www.youtube.com/watch?v=U0IKtFRHs6I&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=169
119,G Lat,G Lat,Kyo Nay Say Chin Dal,ကြိုနေစေချင်တယ်,https://www.youtube.com/watch?v=BV3cTvM6bVQ&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=29
120,Khin Maung Htoo,ခင်မောင်ထူး,A Chit A Yu Khan,အချစ်အယူခံ,https://www.youtube.com/watch?v=lZbFW-wIcP4&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=30
